"District","School","GrowthStatus","PctPassingEOGTests","PctFreeReduced","HasStringsProgram","SchoolScore","Grade"
"Moore County Schools","Aberdeen Elementary","Exceeded",42.00,77.70,0,51,"D"
"Moore County Schools","Cameron Elementary","NotMet",55.80,56.50,0,59,"C"
"Moore County Schools","Crain's Creek Middle","Met",48.40,48.80,0,53,"D"
"Moore County Schools","Highfalls Elementary","Exceeded",64.60,42.10,0,69,"C"
"Richmond County Schools","L J Bell Elementary","Exceeded",58.10,66.40,0,64,"C"
"Moore County Schools","New Century Middle","Met",68.70,36.60,0,69,"C"
"Moore County Schools","Pinecrest High","NotMet",60.20,32.30,0,69,"C"
"Moore County Schools","Pinehurst Elementary","Met",83.40,15.00,0,83,"B"
"Moore County Schools","Sandhills Farm Life Elementary","Exceeded",75.30,21.60,0,78,"B"
"Moore County Schools","Southern Middle","NotMet",44.10,60.50,0,47,"D"
"Moore County Schools","Southern Pines Elementary","Exceeded",64.10,50.70,0,70,"B"
"Moore County Schools","Union Pines High","Met",59.00,32.60,0,75,"B"
"Moore County Schools","Vass-Lakeview Elementary","Met",59.10,55.70,0,64,"C"
"Moore County Schools","West End Elementary","NotMet",67.40,38.60,0,66,"C"
"Moore County Schools","West Pine Elementary","Met",81.10,33.00,0,81,"B"
"Moore County Schools","West Pine Middle","Met",76.10,26.30,0,77,"B"
"Mooresville City Schools","Mooresville Intermediate","Exceeded",66.50,39.20,0,71,"B"
"Mooresville City Schools","Mooresville Middle","Met",69.10,34.60,0,71,"B"
"Mooresville City Schools","Mooresville Senior High","Exceeded",71.10,33.90,0,81,"B"
"Mooresville City Schools","South Elementary","Exceeded",82.90,57.80,0,84,"B"
"Mount Airy City Schools","Jones Elementary","Exceeded",62.40,66.70,0,69,"C"
"Mount Airy City Schools","Mount Airy Middle","Met",61.00,55.80,0,63,"C"
"Nash-Rocky Mount Schools","Bailey Elementary","Exceeded",48.80,80.00,0,56,"C"
"Nash-Rocky Mount Schools","Baskerville Elementary","NotMet",40.20,,0,46,"D"
"Pitt County Schools","Ayden-Grifton High","NotMet",31.50,60.00,0,55,"C"
"Nash-Rocky Mount Schools","Englewood Elementary","NotMet",41.70,67.90,0,47,"D"
"Nash-Rocky Mount Schools","G R Edwards Middle","NotMet",46.10,71.70,0,50,"D"
"New Hanover County Schools","Ogden Elementary","Met",88.10,16.20,0,87,"A"
"Nash-Rocky Mount Schools","J W Parker Middle","NotMet",18.20,93.30,0,26,"F"
"Nash-Rocky Mount Schools","M B Hubbard Elementary","NotMet",36.50,79.70,0,41,"D"
"Nash-Rocky Mount Schools","Nash Central High","NotMet",31.00,56.30,0,52,"D"
"Nash-Rocky Mount Schools","Nash Central Middle","NotMet",44.60,58.60,0,47,"D"
"Nash-Rocky Mount Schools","Nashville Elementary","Met",55.00,61.10,0,59,"C"
"Nash-Rocky Mount Schools","Red Oak Middle","NotMet",45.70,59.10,0,48,"D"
"Nash-Rocky Mount Schools","Rocky Mount High","NotMet",28.40,68.00,0,46,"D"
"Nash-Rocky Mount Schools","Rocky Mount Middle","NotMet",26.50,87.60,0,32,"F"
"Wake County Schools","Rolesville Elementary","Met",72.40,39.40,0,75,"B"
"Robeson County Schools","Pembroke Elementary","Met",37.60,76.70,0,45,"D"
"Nash-Rocky Mount Schools","Southern Nash High","NotMet",43.70,58.30,0,58,"C"
"Nash-Rocky Mount Schools","Southern Nash Middle","NotMet",44.20,66.70,0,47,"D"
"Nash-Rocky Mount Schools","Swift Creek Elementary","NotMet",52.00,53.80,0,53,"D"
"Nash-Rocky Mount Schools","Williford Elementary","Met",29.00,,0,39,"F"
"Wake County Schools","Forestville Road Elementary","Met",56.70,56.30,0,62,"C"
"New Hanover County Schools","Carolina Beach Elementary","NotMet",70.80,36.30,0,71,"B"
"New Hanover County Schools","Castle Hayne Elementary","Met",66.50,61.80,0,68,"C"
"New Hanover County Schools","Charles P Murray Middle","Met",69.70,40.70,0,72,"B"
"Robeson County Schools","Peterson Elementary","NotMet",30.70,77.50,0,38,"F"
"New Hanover County Schools","College Park Elementary","Met",56.10,78.90,0,61,"C"
"Union County Public Schools","Cuthbertson High","Exceeded",83.10,12.10,0,88,"A"
"New Hanover County Schools","D.C. Virgo Preparatory Academy","Met",25.20,88.70,0,36,"F"
"New Hanover County Schools","Dr Hubert Eaton Sr Elem","Exceeded",87.90,16.20,0,89,"A"
"New Hanover County Schools","Dr John Codington Elem","Exceeded",88.10,25.40,0,88,"A"
"New Hanover County Schools","Edwin A Alderman Elementary","Met",45.10,75.00,0,53,"D"
"New Hanover County Schools","Edwin A Anderson Elementary","Met",66.60,39.10,0,70,"B"
"New Hanover County Schools","Emma B Trask Middle","Exceeded",65.20,47.70,0,70,"B"
"New Hanover County Schools","Emsley A Laney High","Exceeded",59.80,37.10,0,75,"B"
"New Hanover County Schools","Eugene Ashley High","Met",63.80,40.00,0,75,"B"
"New Hanover County Schools","Forest Hills Global Elementary","Met",51.50,63.90,0,57,"C"
"New Hanover County Schools","Gregory School of Math Science and Tech","NotMet",42.70,84.80,0,48,"D"
"Wake County Schools","Martin Middle","Met",71.60,26.90,1,73,"B"
"New Hanover County Schools","Heyward C Bellamy Elem","Exceeded",75.60,38.80,0,78,"B"
"New Hanover County Schools","Holly Shelter Middle","NotMet",53.30,52.50,0,56,"C"
"New Hanover County Schools","Isaac M Bear High","Exceeded",,47.60,0,98,"A"
"New Hanover County Schools","John J Blair Elementary","Exceeded",64.10,40.50,0,69,"C"
"New Hanover County Schools","John T Hoggard High","Met",69.90,26.30,0,77,"B"
"New Hanover County Schools","M C S Noble Middle","Exceeded",71.80,31.20,0,75,"B"
"Wake County Schools","Morrisville Elementary","Exceeded",89.80,6.20,0,89,"A"
"New Hanover County Schools","Mary C Williams Elementary","Met",48.30,86.00,0,55,"C"
"Rutherford County Schools","East Rutherford Middle School","NotMet",51.10,68.00,0,54,"D"
"Randolph County Schools","Farmer Elementary","Met",60.30,45.50,0,63,"C"
"New Hanover County Schools","Murrayville Elementary","Met",67.50,46.00,0,71,"B"
"New Hanover County Schools","Myrtle Grove Middle","Met",67.80,45.20,0,70,"B"
"New Hanover County Schools","Pine Valley Elementary","Met",70.40,46.90,0,73,"B"
"New Hanover County Schools","R Freeman Sch of Engineering","NotMet",36.30,,0,43,"D"
"New Hanover County Schools","Roland-Grise Middle","Met",74.20,31.10,0,74,"B"
"New Hanover County Schools","Sunset Park Elementary","Met",53.30,90.20,0,60,"C"
"New Hanover County Schools","Williston Middle","Exceeded",43.10,81.40,0,52,"D"
"New Hanover County Schools","Wilmington Early College High","Met",74.50,50.80,0,81,"B"
"New Hanover County Schools","Winter Park Model Elementary","Exceeded",51.80,76.50,0,59,"C"
"Wake County Schools","Washington Elementary","Exceeded",70.00,31.50,1,74,"B"
"New Hanover County Schools","Wrightsboro Elementary","Met",48.70,81.60,0,55,"C"
"Newton Conover City Schools","Discovery High School","Met",71.40,37.70,0,79,"B"
"Newton Conover City Schools","Newton-Conover High","Met",51.60,55.80,0,67,"C"
"Newton Conover City Schools","Newton-Conover Middle","Met",52.20,65.10,0,57,"C"
"Newton Conover City Schools","Shuford Elementary","NotMet",64.10,58.80,0,65,"C"
"Northampton County Schools","Central Elementary","Met",40.30,77.20,0,49,"D"
"Northampton County Schools","Gaston Elementary","NotMet",31.30,91.90,0,39,"F"
"Northampton County Schools","Gaston Middle","NotMet",18.50,83.90,0,26,"F"
"Northampton County Schools","Northampton County High School","Met",35.50,79.50,0,60,"C"
"Onslow County Schools","Blue Creek Elementary","Met",58.70,62.60,0,63,"C"
"Onslow County Schools","Carolina Forest Elementary","Met",68.90,36.30,0,70,"B"
"Onslow County Schools","Dixon High","Exceeded",55.50,34.70,0,72,"B"
"Onslow County Schools","Dixon Middle","Met",53.70,45.60,0,57,"C"
"Onslow County Schools","Hunters Creek Elementary","Exceeded",62.80,69.30,0,67,"C"
"Onslow County Schools","Hunters Creek Middle","NotMet",48.60,43.70,0,51,"D"
"Rutherford County Schools","Ellenboro Elementary School","Met",66.70,68.30,0,70,"B"
"Onslow County Schools","Jacksonville High","Exceeded",57.40,35.60,0,74,"B"
"Onslow County Schools","Meadow View Elementary","Exceeded",52.70,51.70,0,61,"C"
"Onslow County Schools","Morton Elementary","Met",51.50,50.90,0,58,"C"
"Onslow County Schools","Northside High","Exceeded",55.40,41.10,0,71,"B"
"Onslow County Schools","Northwoods Elementary","Met",38.50,68.80,0,47,"D"
"Wake County Schools","Daniels Middle","NotMet",60.20,41.90,0,60,"C"
"Onslow County Schools","Northwoods Park Middle","NotMet",47.20,47.00,0,49,"D"
"Onslow County Schools","Parkwood Elementary","Exceeded",56.20,43.10,0,62,"C"
"Pitt County Schools","Farmville Middle","Exceeded",46.50,70.00,0,55,"C"
"Onslow County Schools","Richlands Elementary","NotMet",53.60,44.30,0,57,"C"
"Onslow County Schools","Richlands High","NotMet",50.10,33.60,0,66,"C"
"Onslow County Schools","Sand Ridge Elementary","Met",61.00,46.70,0,66,"C"
"Onslow County Schools","Silverdale Elementary","Exceeded",51.10,48.10,0,58,"C"
"Onslow County Schools","Swansboro Elementary","Met",65.60,36.80,0,69,"C"
"Union County Public Schools","Porter Ridge High School","Met",68.10,25.70,0,77,"B"
"Onslow County Schools","Swansboro High","NotMet",56.20,32.90,0,69,"C"
"Onslow County Schools","Trexler Middle","NotMet",51.80,39.30,0,54,"D"
"Onslow County Schools","White Oak High","Met",52.90,32.20,0,69,"C"
"Orange County Schools","A L Stanback Middle","NotMet",55.90,48.10,0,55,"C"
"Orange County Schools","Cameron Park Elementary","Exceeded",71.60,35.50,0,76,"B"
"Yadkin County Schools","Courtney Elementary","Exceeded",74.90,63.50,0,77,"B"
"Orange County Schools","Central Elementary","NotMet",44.50,68.40,0,48,"D"
"Orange County Schools","Efland Cheeks Elementary","Met",49.70,62.00,0,56,"C"
"Orange County Schools","Hillsborough Elementary","Met",73.80,16.40,0,73,"B"
"Orange County Schools","New Hope Elementary","Exceeded",56.50,61.40,0,64,"C"
"Orange County Schools","Orange High","NotMet",55.40,32.90,0,67,"C"
"Orange County Schools","Pathways Elementary","NotMet",68.10,44.10,0,68,"C"
"Pamlico County Schools","Fred A Anderson Elementary","Exceeded",50.50,63.30,0,58,"C"
"Pamlico County Schools","Pamlico County High","NotMet",45.00,52.00,0,60,"C"
"Randolph County Schools","Tabernacle Elementary","Met",52.50,66.40,0,56,"C"
"Pamlico County Schools","Pamlico County Middle","Met",52.40,67.40,0,58,"C"
"Pasquotank County Schools","Central Elementary","Met",56.30,59.30,0,61,"C"
"Pasquotank County Schools","Elizabeth City Middle","NotMet",38.60,65.80,0,43,"D"
"Pasquotank County Schools","Northeastern High","Exceeded",46.10,52.70,0,66,"C"
"Pasquotank County Schools","Pasquotank Elementary","NotMet",37.70,74.20,0,44,"D"
"Pasquotank County Schools","River Road Middle","Met",44.60,60.00,0,50,"D"
"Pender County Schools","Burgaw Elementary","Met",44.40,81.40,0,50,"D"
"Pender County Schools","Burgaw Middle","NotMet",38.60,74.30,0,43,"D"
"Pender County Schools","Cape Fear Elementary","Met",45.70,66.00,0,52,"D"
"Pender County Schools","Heide Trask High","NotMet",39.50,66.40,0,56,"C"
"Pender County Schools","Malpass Corner Elementary","Met",49.30,83.50,0,56,"C"
"Pender County Schools","North Topsail Elementary","Met",62.40,45.00,0,66,"C"
"Pender County Schools","Pender Early College High","Met",75.90,45.50,0,86,"A"
"Pender County Schools","Penderlea Elementary","Met",52.20,60.20,0,58,"C"
"Pender County Schools","South Topsail Elementary","Exceeded",67.90,26.50,0,72,"B"
"Pender County Schools","Topsail Elementary","Met",71.30,31.00,0,73,"B"
"Pender County Schools","Topsail High","Exceeded",73.40,25.80,0,80,"B"
"Pender County Schools","West Pender Middle","NotMet",38.90,82.40,0,43,"D"
"Perquimans County Schools","Hertford Grammar","Exceeded",55.90,65.80,0,64,"C"
"Perquimans County Schools","Perquimans County High","NotMet",44.80,53.60,0,60,"C"
"Perquimans County Schools","Perquimans County Middle","Met",44.90,62.70,0,50,"D"
"Person County Schools","Helena Elementary","Exceeded",77.10,44.90,0,79,"B"
"Person County Schools","Oak Lane Elementary","Met",69.30,42.80,0,71,"B"
"Person County Schools","Person High","NotMet",44.80,54.60,0,61,"C"
"Union County Public Schools","Piedmont Middle","Exceeded",72.50,30.30,0,76,"B"
"Person County Schools","Southern Middle","Met",49.50,62.40,0,56,"C"
"Person County Schools","Stories Creek Elementary","Met",72.20,71.80,0,75,"B"
"Pitt County Schools","A G Cox Middle","Met",55.20,44.70,0,59,"C"
"Pitt County Schools","Ayden Elementary","NotMet",56.00,68.10,0,58,"C"
"Robeson County Schools","Rowland Norment Elementary","Exceeded",52.60,74.90,0,59,"C"
"Pitt County Schools","Ayden Middle","NotMet",48.10,66.20,0,50,"D"
"Pitt County Schools","Belvoir Elementary","Exceeded",35.00,94.90,0,46,"D"
"Pitt County Schools","Bethel Elementary","Exceeded",48.20,70.40,0,57,"C"
"Pitt County Schools","C M Eppes Middle","NotMet",34.70,78.00,0,39,"F"
"Pitt County Schools","Chicod","Exceeded",68.70,36.80,0,73,"B"
"Pitt County Schools","D H Conley High","NotMet",59.00,34.40,0,68,"C"
"Pitt County Schools","E B Aycock Middle","NotMet",41.80,66.80,0,47,"D"
"Pitt County Schools","Eastern Elementary","Met",48.20,69.50,0,53,"D"
"Pitt County Schools","Elmhurst Elementary","Met",58.00,74.50,0,63,"C"
"Pitt County Schools","G R Whitfield","Met",47.00,59.20,0,52,"D"
"Pitt County Schools","Hope Middle","Exceeded",72.80,32.80,0,78,"B"
"Pitt County Schools","Junius H Rose High","Met",48.80,51.60,0,66,"C"
"Pitt County Schools","Lakeforest Elementary","NotMet",30.10,85.50,0,36,"F"
"Pitt County Schools","North Pitt High","NotMet",36.30,67.60,0,54,"D"
"Rockingham County Schools","South End Elementary","Met",42.80,74.30,0,51,"D"
"Pitt County Schools","Northwest Elementary","Met",58.70,94.70,0,63,"C"
"Pitt County Schools","Ridgewood Elementary","Met",67.50,47.60,0,70,"B"
"Pitt County Schools","Sam D Bundy Elementary","NotMet",44.40,67.90,0,47,"D"
"Pitt County Schools","South Central High","NotMet",43.50,49.50,0,59,"C"
"Transylvania County Schools","Rosman Middle","Met",56.60,64.30,0,60,"C"
"Pitt County Schools","South Greenville Elementary","NotMet",26.10,85.00,0,33,"F"
"Pitt County Schools","Stokes","Met",53.80,60.60,0,60,"C"
"Pitt County Schools","W H Robinson Elementary","Exceeded",54.60,54.80,0,61,"C"
"Pitt County Schools","Wahl Coates Elementary","Met",48.50,75.10,0,53,"D"
"Pitt County Schools","Wellcome Middle","NotMet",32.00,90.60,0,39,"F"
"Polk County Schools","Polk Central Elementary School","Met",68.40,73.10,0,70,"B"
"Polk County Schools","Polk County Early College","Met",73.20,50.00,0,77,"B"
"Polk County Schools","Polk County High School","Met",65.60,45.80,0,76,"B"
"Wake County Schools","Brentwood Elementary","Met",47.40,74.30,0,53,"D"
"Polk County Schools","Polk County Middle School","Met",70.80,56.80,0,72,"B"
"Wake County Schools","West Lake Middle","Exceeded",70.50,22.30,0,73,"B"
"Polk County Schools","Saluda Elementary School","Met",76.60,56.60,0,77,"B"
"Polk County Schools","Sunny View Elementary School","NotMet",63.70,72.30,0,63,"C"
"Randolph County Schools","Archdale-Trinity Middle","NotMet",56.00,46.70,0,59,"C"
"Randolph County Schools","Braxton Craven Middle","Met",57.50,47.60,0,61,"C"
"Wilkes County Schools","North Wilkesboro Elementary","NotMet",42.50,87.90,0,46,"D"
"Randolph County Schools","Coleridge Elementary","Exceeded",50.50,62.20,0,59,"C"
"Randolph County Schools","Eastern Randolph High","NotMet",32.90,61.50,0,53,"D"
"Randolph County Schools","Franklinville Elementary","Exceeded",60.70,67.50,0,66,"C"
"Randolph County Schools","Grays Chapel Elementary","Met",63.30,57.30,0,67,"C"
"Randolph County Schools","Hopewell Elementary","Exceeded",74.40,42.20,0,77,"B"
"Randolph County Schools","John R Lawrence Elementary","NotMet",56.20,42.10,0,56,"C"
"Randolph County Schools","Level Cross Elementary","Met",59.40,53.90,0,64,"C"
"Randolph County Schools","Liberty Elementary","Met",49.10,66.20,0,54,"D"
"Randolph County Schools","New Market Elementary","Exceeded",66.10,54.40,0,71,"B"
"Randolph County Schools","Northeastern Randolph Middle","Met",52.30,55.20,0,58,"C"
"Randolph County Schools","Randleman Elementary","NotMet",48.50,74.70,0,51,"D"
"Wake County Schools","Heritage Middle","Met",79.00,17.10,0,80,"B"
"Randolph County Schools","Randleman Middle","Met",48.00,65.00,0,54,"D"
"Randolph County Schools","Seagrove Elementary","NotMet",59.70,62.10,0,62,"C"
"Randolph County Schools","Southeastern Randolph Middle","NotMet",35.50,69.70,0,40,"D"
"Randolph County Schools","Southmont Elementary","NotMet",54.00,66.90,0,57,"C"
"Union County Public Schools","Sun Valley Elementary","Met",74.50,34.80,0,76,"B"
"Randolph County Schools","Southwestern Randolph High","Exceeded",52.90,49.70,0,72,"B"
"Randolph County Schools","Southwestern Randolph Middle","NotMet",51.70,60.90,0,55,"C"
"Randolph County Schools","Trindale Elementary","Exceeded",76.00,53.50,0,78,"B"
"Randolph County Schools","Trinity High","Exceeded",58.10,42.20,0,72,"B"
"Randolph County Schools","Uwharrie Middle","NotMet",50.60,49.50,0,51,"D"
"Richmond County Schools","East Rockingham Elementary","Exceeded",52.30,88.70,0,59,"C"
"Richmond County Schools","Ellerbe Middle","Exceeded",44.00,90.00,0,53,"D"
"Swain County Schools","Swain County High","NotMet",44.00,56.00,0,58,"C"
"Richmond County Schools","Fairview Heights Elementary","Exceeded",55.90,82.70,0,62,"C"
"Richmond County Schools","Hamlet Middle","Exceeded",46.50,76.20,0,55,"C"
"Richmond County Schools","Mineral Springs Elementary","Met",41.70,87.60,0,49,"D"
"Richmond County Schools","Monroe Avenue Elementary","Met",39.90,91.30,0,47,"D"
"Richmond County Schools","Rockingham Middle","Exceeded",54.90,68.80,0,63,"C"
"Richmond County Schools","Washington Street Elementary","Exceeded",51.60,76.40,0,60,"C"
"Richmond County Schools","West Rockingham Elementary","Met",40.70,86.50,0,48,"D"
"Roanoke Rapids City Schools","Chaloner Middle","Exceeded",47.40,57.70,0,55,"C"
"Roanoke Rapids City Schools","Roanoke Rapids High","NotMet",50.90,45.10,0,63,"C"
"Robeson County Schools","Deep Branch Elementary","Met",29.20,79.40,0,37,"F"
"Robeson County Schools","West Lumberton Elementary","Met",54.40,74.30,0,60,"C"
"Robeson County Schools","East Robeson Primary","Met",49.30,73.80,0,56,"C"
"Robeson County Schools","Fairgrove Middle","Met",38.60,87.40,0,45,"D"
"Robeson County Schools","Fairmont High","Met",41.20,81.00,0,59,"C"
"Robeson County Schools","Green Grove Elementary","Met",41.10,76.40,0,47,"D"
"Robeson County Schools","L Gilbert Carroll Middle","NotMet",40.00,74.20,0,44,"D"
"Robeson County Schools","Lumberton Junior High","NotMet",36.60,78.50,0,40,"D"
"Robeson County Schools","Lumberton Senior High","NotMet",35.00,68.70,0,57,"C"
"Robeson County Schools","Magnolia Elementary","NotMet",29.60,86.00,0,36,"F"
"Robeson County Schools","Orrum Middle","NotMet",33.60,81.70,0,39,"F"
"Robeson County Schools","Oxendine Elementary","Met",36.70,84.40,0,46,"D"
"Robeson County Schools","Parkton Elementary","Exceeded",43.50,76.90,0,53,"D"
"Robeson County Schools","Pembroke Middle","NotMet",34.90,83.30,0,40,"D"
"Robeson County Schools","Piney Grove Elementary","Met",40.50,79.90,0,48,"D"
"Robeson County Schools","Prospect Elementary","NotMet",35.40,68.70,0,41,"D"
"Robeson County Schools","PSRC Early College at RCC","Exceeded",78.20,67.00,0,86,"A"
"Robeson County Schools","Purnell Swett High","NotMet",37.60,73.30,0,58,"C"
"Rowan-Salisbury Schools","Salisbury High","Met",41.70,65.30,0,60,"C"
"Robeson County Schools","R B Dean Elementary","Met",21.80,75.10,0,32,"F"
"Robeson County Schools","Red Springs High","Exceeded",32.30,85.20,0,60,"C"
"Robeson County Schools","Red Springs Middle","Exceeded",31.20,90.10,0,43,"D"
"Robeson County Schools","Rex-Rennert Elementary","NotMet",19.30,85.60,0,27,"F"
"Robeson County Schools","Rosenwald Elementary","Met",23.20,80.70,0,34,"F"
"Robeson County Schools","Saint Pauls Elementary","Met",26.80,83.90,0,38,"F"
"Robeson County Schools","Saint Pauls High","Exceeded",40.60,79.30,0,64,"C"
"Robeson County Schools","Saint Pauls Middle","Exceeded",38.90,84.10,0,51,"D"
"Robeson County Schools","South Robeson High","NotMet",37.90,87.10,0,57,"C"
"Robeson County Schools","Tanglewood Elementary","Met",71.30,40.00,0,74,"B"
"Robeson County Schools","Townsend Middle","Met",20.90,91.50,0,32,"F"
"Robeson County Schools","Union Chapel Elementary","Met",39.60,77.60,0,48,"D"
"Robeson County Schools","W H Knuckles","NotMet",25.30,78.60,0,33,"F"
"Rockingham County Schools","Bethany Elementary","Exceeded",65.30,44.60,0,69,"C"
"Rockingham County Schools","Central Elementary","Exceeded",58.90,61.10,0,66,"C"
"Rockingham County Schools","Dalton McMichael High","Exceeded",53.70,51.40,0,69,"C"
"Rockingham County Schools","Douglass Elementary","Exceeded",56.30,68.40,0,64,"C"
"Rockingham County Schools","Draper Elementary","NotMet",39.40,85.90,0,45,"D"
"Rockingham County Schools","Huntsville Elementary","Met",57.00,66.70,0,61,"C"
"Wake County Schools","Briarcliff Elementary","Met",75.00,38.30,0,76,"B"
"Rockingham County Schools","J E Holmes Middle","NotMet",44.70,67.00,0,47,"D"
"Rockingham County Schools","Leaksville-Spray Elementary","Exceeded",47.70,81.40,0,56,"C"
"Rockingham County Schools","Lincoln Elementary","Met",48.30,62.50,0,54,"D"
"Wake County Schools","East Wake Middle","NotMet",42.30,68.60,0,47,"D"
"Rockingham County Schools","Monroeton Elementary","Exceeded",59.10,57.60,0,65,"C"
"Rockingham County Schools","Moss Street Elementary","NotMet",30.90,93.10,0,36,"F"
"Rockingham County Schools","New Vision Sch.of Math/Sci/Tec","Exceeded",73.00,38.10,0,76,"B"
"Rockingham County Schools","Rockingham County High","Exceeded",54.00,35.10,0,68,"C"
"Vance County Schools","Carver Elementary","NotMet",61.70,,0,63,"C"
"Rockingham County Schools","Rockingham County Middle","NotMet",54.90,45.00,0,58,"C"
"Rockingham County Schools","Wentworth Elementary","Met",64.90,46.50,0,69,"C"
"Rockingham County Schools","Western Rockingham Middle","Met",50.40,60.50,0,54,"D"
"Rockingham County Schools","Williamsburg Elementary","Exceeded",49.20,77.50,0,57,"C"
"Rowan-Salisbury Schools","Bostian Elementary","Met",67.80,44.40,0,70,"B"
"Rowan-Salisbury Schools","Cleveland Elementary","Met",57.40,58.20,0,62,"C"
"Rowan-Salisbury Schools","Corriher Lipe Middle","Met",42.10,63.70,0,50,"D"
"Rowan-Salisbury Schools","Dole Elementary","Met",33.50,84.80,0,43,"D"
"Rowan-Salisbury Schools","East Rowan High","Exceeded",53.30,41.90,0,71,"B"
"Rowan-Salisbury Schools","Erwin Middle","Met",46.50,51.30,0,51,"D"
"Rowan-Salisbury Schools","Faith Elementary","Met",59.60,50.50,0,63,"C"
"Rowan-Salisbury Schools","Granite Quarry Elementary","NotMet",50.70,63.50,0,53,"D"
"Rowan-Salisbury Schools","Hurley Elementary","Met",43.40,73.80,0,49,"D"
"Rowan-Salisbury Schools","Isenberg Elementary","NotMet",32.30,80.60,0,40,"D"
"Rowan-Salisbury Schools","Knollwood Elementary","Met",40.90,78.70,0,49,"D"
"Rowan-Salisbury Schools","Koontz Elementary","Met",33.40,90.80,0,42,"D"
"Rowan-Salisbury Schools","Landis Elementary","NotMet",39.10,70.10,0,43,"D"
"Rowan-Salisbury Schools","Millbridge Elementary","Exceeded",62.40,50.50,0,67,"C"
"Wilkes County Schools","Moravian Falls Elementary","Exceeded",61.00,86.10,0,67,"C"
"Rowan-Salisbury Schools","Mt Ulla Elementary","Met",55.00,57.90,0,60,"C"
"Rowan-Salisbury Schools","Overton Elementary","Met",44.60,77.60,0,50,"D"
"Rowan-Salisbury Schools","West Rowan High","NotMet",42.20,49.20,0,57,"C"
"Rowan-Salisbury Schools","Woodleaf Elementary","Met",50.00,68.80,0,56,"C"
"Rutherford County Schools","Chase High School","Exceeded",48.30,55.30,0,66,"C"
"Rutherford County Schools","East Rutherford High School","Met",46.60,62.10,0,63,"C"
"Rutherford County Schools","Forrest W Hunt Elementary School","Met",58.80,78.10,0,64,"C"
"Rutherford County Schools","Harris Elementary School","NotMet",60.60,70.70,0,62,"C"
"Rutherford County Schools","Pinnacle Elementary School","Met",71.80,65.80,0,74,"B"
"Rutherford County Schools","R-S Middle School","Met",49.40,64.90,0,56,"C"
"Rutherford County Schools","Rutherfordton Elementary School","Met",56.30,65.20,0,60,"C"
"Rutherford County Schools","Sunshine Elementary School","NotMet",64.70,68.00,0,65,"C"
"Sampson County Schools","Hargrove Elementary","Exceeded",57.80,62.90,0,65,"C"
"Sampson County Schools","Hobbton Elementary","NotMet",60.60,58.40,0,61,"C"
"Sampson County Schools","Lakewood High","NotMet",37.30,64.80,0,56,"C"
"Sampson County Schools","Midway Elementary","Exceeded",64.10,50.10,0,69,"C"
"Sampson County Schools","Midway High","Met",60.70,47.80,0,73,"B"
"Sampson County Schools","Midway Middle","Exceeded",62.40,51.50,0,67,"C"
"Sampson County Schools","Plain View Elementary","Met",70.80,43.40,0,73,"B"
"Sampson County Schools","Roseboro Elementary","Exceeded",56.80,68.30,0,63,"C"
"Sampson County Schools","Roseboro-Salemburg Middle","Exceeded",50.00,69.80,0,58,"C"
"Sampson County Schools","Salemburg Elementary","Exceeded",47.30,61.50,0,57,"C"
"Sampson County Schools","Union Elementary","Exceeded",61.40,62.60,0,68,"C"
"Sampson County Schools","Union High","Met",32.00,70.90,0,58,"C"
"Stokes County Schools","Stokes Early College","Met",85.50,47.20,0,89,"A"
"Sampson County Schools","Union Middle","Met",40.90,79.90,0,49,"D"
"Scotland County Schools","Covington Street Elementary","Exceeded",65.30,68.90,0,70,"B"
"Scotland County Schools","Laurel Hill Elementary","NotMet",74.90,76.60,0,74,"B"
"Scotland County Schools","Scotland High School","NotMet",37.30,73.60,0,55,"C"
"Scotland County Schools","South Scotland Elementary","Met",62.50,68.40,0,66,"C"
"Stanly County Schools","Millingport Elementary","NotMet",54.90,57.70,0,56,"C"
"Scotland County Schools","Sycamore Lane Middle","NotMet",42.50,76.80,0,46,"D"
"Scotland County Schools","Washington Park Elementary","NotMet",49.00,73.40,0,51,"D"
"Union County Public Schools","Marvin Ridge Middle","Exceeded",90.50,,0,92,"A"
"Stanly County Schools","Badin Elementary","Met",62.80,63.80,0,67,"C"
"Stanly County Schools","Central Elementary","Met",51.00,80.20,0,56,"C"
"Stanly County Schools","East Albemarle Elementary","NotMet",35.40,78.80,0,40,"D"
"Stanly County Schools","Endy Elementary","NotMet",72.00,49.80,0,71,"B"
"Stanly County Schools","Locust Elementary","NotMet",59.00,41.30,0,59,"C"
"Stanly County Schools","North Stanly High","NotMet",54.30,46.20,0,65,"C"
"Stanly County Schools","Norwood Elementary","Exceeded",47.90,66.80,0,57,"C"
"Stanly County Schools","Oakboro Elementary","NotMet",58.80,51.30,0,61,"C"
"Stanly County Schools","Richfield Elementary","Met",61.00,49.00,0,66,"C"
"Stanly County Schools","South Stanly High","NotMet",51.20,48.30,0,64,"C"
"Stanly County Schools","South Stanly Middle","Exceeded",59.80,53.60,0,66,"C"
"Stanly County Schools","Stanfield Elementary","Met",64.50,51.20,0,67,"C"
"Stanly County Schools","Stanly Early College High","Met",83.20,52.70,0,88,"A"
"Wake County Schools","Salem Middle","Exceeded",79.30,15.40,0,81,"B"
"Stanly County Schools","West Stanly Middle School","Exceeded",58.50,43.40,0,66,"C"
